Test Case: H20SXM_vllm.ops.NATIVE_C-rms_norm_per_token_group_quant_fp8
| output |  _tensor   |  strides  | _tensor_1 | precision_1 | strides_1 | _tensor_2  | precision_2 | strides_2 | distributions | _tensor_3 | precision_3 | strides_3 | distributions_1 |  dtype   | status  | b_device | b_dtype | rtol  | atol  |     cosine_sim     |      max_abs_err      | rel_err_hundredth | rel_err_thousandth | rel_err_ten_thousandth | error_rate |          eb           |          rmse          | small_value_err_ratio |     max_rel_error     |    mean_rel_error     | max_ulp_error | mean_ulp_error | ulp_error_proportion |                      message                       |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998729977098163 |         32.0          |                   |  0.96380615234375  |    0.96380615234375    |            | 0.0012410481770833333 |   1.7015070910074679   |          0.0          |      0.33332655       |     0.0032106189      |      1.0      |  0.035878498   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973449685168 | 5.629844963550568e-07 |                   |                    |                        |            | 0.026041666666666668  | 1.9163915640137148e-07 |           0           | 0.0066616149737494515 | 0.0019358694771159596 |    65113.0    |   22215.477    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998598794850775 |         32.0          |                   | 0.9622599283854166 |   0.9622599283854166   |            | 0.0008748372395833334 |   1.8289077849766675   |          0.0          |         0.125         |      0.00333218       |      1.0      |   0.03748576   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999974158297372 | 5.116453394293785e-07 |                   |                    |                        |            |       0.015625        | 1.7985016555694182e-07 |           0           | 0.006363893421466952  | 0.0019098961433948903 |    65065.0    |   21994.697    |  0.9973958333333334  | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998640358390662 |         32.0          |                   |  0.96307373046875  |    0.96307373046875    |            | 0.0007120768229166666 |   1.7392752284487114   |          0.0          |         0.125         |     0.0032674274      |      1.0      |  0.036753338   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972701100655 | 5.842885002493858e-07 |                   |                    |                        |            |  0.08854166666666667  | 1.9389561001559207e-07 |           0           | 0.006638774136476529  | 0.001941371949637894  |    65014.0    |   22364.531    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998793241237529 |         32.0          |                   |     0.96484375     |       0.96484375       |            | 0.0014241536458333333 |   1.6886852259383587   |          0.0          |      0.24999619       |     0.0031104202      |      1.0      |  0.034820557   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999970944424491 | 6.450281944125891e-07 |                   |                    |                        |            |        0.09375        | 1.8801463504201938e-07 |           0           | 0.006352508854195341  | 0.001991090957564374  |    65352.0    |    23021.0     |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998802745020505 |         32.0          |                   |  0.9632568359375   |    0.9632568359375     |            | 0.0004069010416666667 |   1.6878145969596672   |          0.0          |      0.33332655       |     0.0032231251      |      1.0      |  0.036448162   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973070868446 | 5.327892722561955e-07 |                   |                    |                        |            |       0.046875        | 1.8243618771000898e-07 |           0           | 0.006199026888846401  | 0.0018916506026461848 |    64458.0    |   21775.162    |  0.9973958333333334  | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998718586415694 |         32.0          |                   | 0.9643961588541666 |   0.9643961588541666   |            | 0.0005696614583333334 |   1.7445515980951536   |          0.0          |       0.1428559       |      0.003158705      |      1.0      |   0.03532918   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999997307588348  | 8.061615517362952e-07 |                   |                    |                        |            | 0.026041666666666668  | 1.8551802054199298e-07 |           0           | 0.006052061649801394  | 0.001937556584652075  |    65044.0    |   22100.662    |  0.9947916666666666  | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998619784172181 |         32.0          |                   |   0.962158203125   |     0.962158203125     |            | 0.0002848307291666667 |   1.8123187713997877   |          0.0          |         0.125         |     0.0032927499      |      1.0      |  0.037424725   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973403370022 | 4.726607585325837e-07 |                   |                    |                        |            | 0.057291666666666664  | 1.8415439422304892e-07 |           0           | 0.0057541474160332316 | 0.0019397005350407556 |    64962.0    |    22103.85    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998643521501818 |         32.0          |                   | 0.9623209635416666 |   0.9623209635416666   |            | 0.0006510416666666666 |   1.7641098596917835   |          0.0          |         0.125         |     0.0033356166      |      1.0      |  0.037546795   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999969936980814 | 7.842027116566896e-07 |                   |                    |                        |            | 0.020833333333333332  | 1.991244707092205e-07  |           0           | 0.006403032217288753  | 0.0019784087797522928 |    65281.0    |   22499.205    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998697000599993 |         32.0          |                   |  0.96319580078125  |    0.96319580078125    |            |   0.00018310546875    |   1.7192071053657076   |          0.0          |       0.1428559       |     0.0032414212      |      1.0      |  0.036519367   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973666951424 | 6.600894266739488e-07 |                   |                    |                        |            | 0.026041666666666668  | 1.9547899859612672e-07 |           0           | 0.006496294825764123  | 0.0018431159760620072 |    65231.0    |   21242.111    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998843275542181 |         32.0          |                   | 0.9632771809895834 |   0.9632771809895834   |            | 0.0002644856770833333 |   1.6471282813578019   |          0.0          |      0.19999756       |     0.0032392084      |      1.0      |   0.03643799   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972086066726 | 6.048067007213831e-07 |                   |                    |                        |            |       0.078125        | 1.915270511775465e-07  |           0           | 0.006669296633655611  | 0.0019590150854118713 |    65529.0    |    22572.47    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998729977098163 |         32.0          |                   |  0.96380615234375  |    0.96380615234375    |            | 0.0012410481770833333 |   1.7015070910074679   |          0.0          |      0.33332655       |     0.0032106189      |      1.0      |  0.035878498   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973449685168 | 5.629844963550568e-07 |                   |                    |                        |            | 0.026041666666666668  | 1.9163915640137148e-07 |           0           | 0.0066616149737494515 | 0.0019358694771159596 |    65113.0    |   22215.477    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998598794850775 |         32.0          |                   | 0.9622599283854166 |   0.9622599283854166   |            | 0.0008748372395833334 |   1.8289077849766675   |          0.0          |         0.125         |      0.00333218       |      1.0      |   0.03748576   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999974158297372 | 5.116453394293785e-07 |                   |                    |                        |            |       0.015625        | 1.7985016555694182e-07 |           0           | 0.006363893421466952  | 0.0019098961433948903 |    65065.0    |   21994.697    |  0.9973958333333334  | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998640358390662 |         32.0          |                   |  0.96307373046875  |    0.96307373046875    |            | 0.0007120768229166666 |   1.7392752284487114   |          0.0          |         0.125         |     0.0032674274      |      1.0      |  0.036753338   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972701100655 | 5.842885002493858e-07 |                   |                    |                        |            |  0.08854166666666667  | 1.9389561001559207e-07 |           0           | 0.006638774136476529  | 0.001941371949637894  |    65014.0    |   22364.531    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998793241237529 |         32.0          |                   |     0.96484375     |       0.96484375       |            | 0.0014241536458333333 |   1.6886852259383587   |          0.0          |      0.24999619       |     0.0031104202      |      1.0      |  0.034820557   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999970944424491 | 6.450281944125891e-07 |                   |                    |                        |            |        0.09375        | 1.8801463504201938e-07 |           0           | 0.006352508854195341  | 0.001991090957564374  |    65352.0    |    23021.0     |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998802745020505 |         32.0          |                   |  0.9632568359375   |    0.9632568359375     |            | 0.0004069010416666667 |   1.6878145969596672   |          0.0          |      0.33332655       |     0.0032231251      |      1.0      |  0.036448162   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973070868446 | 5.327892722561955e-07 |                   |                    |                        |            |       0.046875        | 1.8243618771000898e-07 |           0           | 0.006199026888846401  | 0.0018916506026461848 |    64458.0    |   21775.162    |  0.9973958333333334  | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998718586415694 |         32.0          |                   | 0.9643961588541666 |   0.9643961588541666   |            | 0.0005696614583333334 |   1.7445515980951536   |          0.0          |       0.1428559       |      0.003158705      |      1.0      |   0.03532918   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999997307588348  | 8.061615517362952e-07 |                   |                    |                        |            | 0.026041666666666668  | 1.8551802054199298e-07 |           0           | 0.006052061649801394  | 0.001937556584652075  |    65044.0    |   22100.662    |  0.9947916666666666  | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998619784172181 |         32.0          |                   |   0.962158203125   |     0.962158203125     |            | 0.0002848307291666667 |   1.8123187713997877   |          0.0          |         0.125         |     0.0032927499      |      1.0      |  0.037424725   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973403370022 | 4.726607585325837e-07 |                   |                    |                        |            | 0.057291666666666664  | 1.8415439422304892e-07 |           0           | 0.0057541474160332316 | 0.0019397005350407556 |    64962.0    |    22103.85    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998643521501818 |         32.0          |                   | 0.9623209635416666 |   0.9623209635416666   |            | 0.0006510416666666666 |   1.7641098596917835   |          0.0          |         0.125         |     0.0033356166      |      1.0      |  0.037546795   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999969936980814 | 7.842027116566896e-07 |                   |                    |                        |            | 0.020833333333333332  | 1.991244707092205e-07  |           0           | 0.006403032217288753  | 0.0019784087797522928 |    65281.0    |   22499.205    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998697000599993 |         32.0          |                   |  0.96319580078125  |    0.96319580078125    |            |   0.00018310546875    |   1.7192071053657076   |          0.0          |       0.1428559       |     0.0032414212      |      1.0      |  0.036519367   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | Warning |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973666951424 | 6.600894266739488e-07 |                   |                    |                        |            | 0.026041666666666668  | 1.9547899859612672e-07 |           0           | 0.006496294825764123  | 0.0018431159760620072 |    65231.0    |   21242.111    |         1.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [32, 1536] | [1536, 1] | [32, 12]  |    Float    |  [12, 1]  | [32, 1536] |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 |  pass   |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998843275542181 |         32.0          |                   | 0.9632771809895834 |   0.9632771809895834   |            | 0.0002644856770833333 |   1.6471282813578019   |          0.0          |      0.19999756       |     0.0032392084      |      1.0      |   0.03643799   |         0.0          |     ulp error is less than 1, consider as pass     |
